年,月,地域区分,データ区分,地域コード,地域名称,人数
2023,8,都道府県,観光来訪者数,10,群馬県,2036070
2023,8,都道府県,観光来訪者数,11,埼玉県,2588068
2023,8,都道府県,観光来訪者数,12,千葉県,4548542
2023,8,都道府県,観光来訪者数,13,東京都,11804517
2023,8,都道府県,観光来訪者数,14,神奈川県,4254567
2023,8,都道府県,観光来訪者数,15,新潟県,2523801
2023,8,都道府県,観光来訪者数,16,富山県,745541
2023,8,都道府県,観光来訪者数,17,石川県,1110638
2023,8,都道府県,観光来訪者数,18,福井県,956430
2023,8,都道府県,観光来訪者数,19,山梨県,1814089
2023,8,都道府県,観光来訪者数,20,長野県,3810907
2023,8,都道府県,観光来訪者数,21,岐阜県,2094172
2023,8,都道府県,観光来訪者数,22,静岡県,4769080
2023,8,都道府県,観光来訪者数,23,愛知県,3972481
2023,8,都道府県,観光来訪者数,24,三重県,1817772
2023,8,都道府県,観光来訪者数,25,滋賀県,1320805
2023,8,都道府県,観光来訪者数,26,京都府,2308801
2023,8,都道府県,観光来訪者数,27,大阪府,4650160
2023,8,都道府県,観光来訪者数,28,兵庫県,4845186
2023,8,都道府県,観光来訪者数,29,奈良県,1041221
2023,8,都道府県,観光来訪者数,30,和歌山県,885798
2023,8,都道府県,観光来訪者数,31,鳥取県,588064
2023,8,都道府県,観光来訪者数,32,島根県,865350
2023,8,都道府県,観光来訪者数,33,岡山県,1727685
2023,8,都道府県,観光来訪者数,34,広島県,2422167
2023,8,都道府県,観光来訪者数,35,山口県,1164260
2023,8,都道府県,観光来訪者数,36,徳島県,712146
2023,8,都道府県,観光来訪者数,37,香川県,711757
2023,8,都道府県,観光来訪者数,38,愛媛県,1052438
2023,8,都道府県,観光来訪者数,39,高知県,678291
2023,8,都道府県,観光来訪者数,40,福岡県,3139455
2023,8,都道府県,観光来訪者数,41,佐賀県,704797
2023,8,都道府県,観光来訪者数,42,長崎県,881362
2023,8,都道府県,観光来訪者数,43,熊本県,1583510
2023,8,都道府県,観光来訪者数,44,大分県,1267129
2023,8,都道府県,観光来訪者数,45,宮崎県,834836
2023,8,都道府県,観光来訪者数,46,鹿児島県,995704
2023,8,都道府県,観光来訪者数,47,沖縄県,925733
2023,9,都道府県,観光来訪者数,1,北海道,5281254
2023,9,都道府県,観光来訪者数,2,青森県,995972
2023,9,都道府県,観光来訪者数,3,岩手県,880709
2023,9,都道府県,観光来訪者数,4,宮城県,1746927
2023,9,都道府県,観光来訪者数,5,秋田県,818831
2023,9,都道府県,観光来訪者数,6,山形県,910606
2023,9,都道府県,観光来訪者数,7,福島県,1675841
2023,9,都道府県,観光来訪者数,8,茨城県,1750268
2023,9,都道府県,観光来訪者数,9,栃木県,2537332
2023,9,都道府県,観光来訪者数,10,群馬県,1681888
2023,9,都道府県,観光来訪者数,11,埼玉県,2526143
2023,9,都道府県,観光来訪者数,12,千葉県,4027261
2023,9,都道府県,観光来訪者数,13,東京都,10988220
2023,9,都道府県,観光来訪者数,14,神奈川県,4012818
2023,9,都道府県,観光来訪者数,15,新潟県,1739856
2023,9,都道府県,観光来訪者数,16,富山県,612925
2023,9,都道府県,観光来訪者数,17,石川県,983691
2023,9,都道府県,観光来訪者数,18,福井県,716423
2023,9,都道府県,観光来訪者数,19,山梨県,1622082
2023,9,都道府県,観光来訪者数,20,長野県,2848412
2023,9,都道府県,観光来訪者数,21,岐阜県,1868812
2023,9,都道府県,観光来訪者数,22,静岡県,3891452
2023,9,都道府県,観光来訪者数,23,愛知県,3678054
2023,9,都道府県,観光来訪者数,24,三重県,1656574
2023,9,都道府県,観光来訪者数,25,滋賀県,1240918
2023,9,都道府県,観光来訪者数,26,京都府,2330325
2023,9,都道府県,観光来訪者数,27,大阪府,4471039
2023,9,都道府県,観光来訪者数,28,兵庫県,4418106
2023,9,都道府県,観光来訪者数,29,奈良県,985756
2023,9,都道府県,観光来訪者数,30,和歌山県,690647
2023,9,都道府県,観光来訪者数,31,鳥取県,479957
2023,9,都道府県,観光来訪者数,32,島根県,705679
2023,9,都道府県,観光来訪者数,33,岡山県,1399979
2023,9,都道府県,観光来訪者数,34,広島県,2002837
2023,9,都道府県,観光来訪者数,35,山口県,940403
2023,9,都道府県,観光来訪者数,36,徳島県,573007
2023,9,都道府県,観光来訪者数,37,香川県,561270
2023,9,都道府県,観光来訪者数,38,愛媛県,812405
2023,9,都道府県,観光来訪者数,39,高知県,565851
2023,9,都道府県,観光来訪者数,40,福岡県,2763058
2023,9,都道府県,観光来訪者数,41,佐賀県,625076
2023,9,都道府県,観光来訪者数,42,長崎県,703042
2023,9,都道府県,観光来訪者数,43,熊本県,1441173
2023,9,都道府県,観光来訪者数,44,大分県,1063222
2023,9,都道府県,観光来訪者数,45,宮崎県,772070
2023,9,都道府県,観光来訪者数,46,鹿児島県,879142
2023,9,都道府県,観光来訪者数,47,沖縄県,880545
2023,10,都道府県,観光来訪者数,1,北海道,4208253
2023,10,都道府県,観光来訪者数,2,青森県,1046323
2023,10,都道府県,観光来訪者数,3,岩手県,1037787
2023,10,都道府県,観光来訪者数,4,宮城県,1854050
2023,10,都道府県,観光来訪者数,5,秋田県,911424
2023,10,都道府県,観光来訪者数,6,山形県,1040326
2023,10,都道府県,観光来訪者数,7,福島県,1973176
2023,10,都道府県,観光来訪者数,8,茨城県,2197167
2023,10,都道府県,観光来訪者数,9,栃木県,2960043
2023,10,都道府県,観光来訪者数,10,群馬県,1872325
2023,10,都道府県,観光来訪者数,11,埼玉県,2460692
2023,10,都道府県,観光来訪者数,12,千葉県,4540319
2023,10,都道府県,観光来訪者数,13,東京都,11864460
2023,10,都道府県,観光来訪者数,14,神奈川県,4106448
2023,10,都道府県,観光来訪者数,15,新潟県,1944841
2023,10,都道府県,観光来訪者数,16,富山県,681253
2023,10,都道府県,観光来訪者数,17,石川県,1109525
2023,10,都道府県,観光来訪者数,18,福井県,754361
2023,10,都道府県,観光来訪者数,19,山梨県,1532734
2023,10,都道府県,観光来訪者数,20,長野県,3045953
2023,10,都道府県,観光来訪者数,21,岐阜県,2092842
2023,10,都道府県,観光来訪者数,22,静岡県,4019509
2023,10,都道府県,観光来訪者数,23,愛知県,3659910
2023,10,都道府県,観光来訪者数,24,三重県,1597297
2023,10,都道府県,観光来訪者数,25,滋賀県,1401448
2023,10,都道府県,観光来訪者数,26,京都府,2778054
2023,10,都道府県,観光来訪者数,27,大阪府,4841459
2023,10,都道府県,観光来訪者数,28,兵庫県,4259962
2023,10,都道府県,観光来訪者数,29,奈良県,1316557
2023,10,都道府県,観光来訪者数,30,和歌山県,797475
2023,10,都道府県,観光来訪者数,31,鳥取県,518713
2023,10,都道府県,観光来訪者数,32,島根県,850043
2023,10,都道府県,観光来訪者数,33,岡山県,1515214
2023,10,都道府県,観光来訪者数,34,広島県,2129321
2023,10,都道府県,観光来訪者数,35,山口県,1035598
2023,10,都道府県,観光来訪者数,36,徳島県,638773
2023,10,都道府県,観光来訪者数,37,香川県,638408
2023,10,都道府県,観光来訪者数,38,愛媛県,954881
2023,10,都道府県,観光来訪者数,39,高知県,635130
2023,10,都道府県,観光来訪者数,40,福岡県,2858808
2023,10,都道府県,観光来訪者数,41,佐賀県,802034
2023,10,都道府県,観光来訪者数,42,長崎県,848309
2023,10,都道府県,観光来訪者数,43,熊本県,1629756
2023,10,都道府県,観光来訪者数,44,大分県,1308427
2023,10,都道府県,観光来訪者数,45,宮崎県,903424
2023,10,都道府県,観光来訪者数,46,鹿児島県,1071871
2023,10,都道府県,観光来訪者数,47,沖縄県,1070002
2023,11,都道府県,観光来訪者数,1,北海道,2858528
2023,11,都道府県,観光来訪者数,2,青森県,783517
2023,11,都道府県,観光来訪者数,3,岩手県,758024
2023,11,都道府県,観光来訪者数,4,宮城県,1760839
2023,11,都道府県,観光来訪者数,5,秋田県,640517
2023,11,都道府県,観光来訪者数,6,山形県,833058
2023,11,都道府県,観光来訪者数,7,福島県,1684075
2023,11,都道府県,観光来訪者数,8,茨城県,2187152
2023,11,都道府県,観光来訪者数,9,栃木県,3034362
2023,11,都道府県,観光来訪者数,10,群馬県,1795791
2023,11,都道府県,観光来訪者数,11,埼玉県,2729028
2023,11,都道府県,観光来訪者数,12,千葉県,4762637
2023,11,都道府県,観光来訪者数,13,東京都,12775127
2023,11,都道府県,観光来訪者数,14,神奈川県,4261693
2023,11,都道府県,観光来訪者数,15,新潟県,1632817
2023,11,都道府県,観光来訪者数,16,富山県,650741
2023,11,都道府県,観光来訪者数,17,石川県,1090111
2023,11,都道府県,観光来訪者数,18,福井県,787756
2023,11,都道府県,観光来訪者数,19,山梨県,1403969
2023,11,都道府県,観光来訪者数,20,長野県,2474715
2023,11,都道府県,観光来訪者数,21,岐阜県,2079207
2023,11,都道府県,観光来訪者数,22,静岡県,4420471
2023,11,都道府県,観光来訪者数,23,愛知県,4104875
2023,11,都道府県,観光来訪者数,24,三重県,1746837
2023,11,都道府県,観光来訪者数,25,滋賀県,1549650
2023,11,都道府県,観光来訪者数,26,京都府,3639320
2023,11,都道府県,観光来訪者数,27,大阪府,4882036
2023,11,都道府県,観光来訪者数,28,兵庫県,4596720
2023,11,都道府県,観光来訪者数,29,奈良県,1575140
2023,11,都道府県,観光来訪者数,30,和歌山県,913206
2023,11,都道府県,観光来訪者数,31,鳥取県,524868
2023,11,都道府県,観光来訪者数,32,島根県,907678
2023,11,都道府県,観光来訪者数,33,岡山県,1638527
2023,11,都道府県,観光来訪者数,34,広島県,2121919
2023,11,都道府県,観光来訪者数,35,山口県,1023829
2023,11,都道府県,観光来訪者数,36,徳島県,693082
2023,11,都道府県,観光来訪者数,37,香川県,713960
2023,11,都道府県,観光来訪者数,38,愛媛県,966948
2023,11,都道府県,観光来訪者数,39,高知県,638268
2023,11,都道府県,観光来訪者数,40,福岡県,2883784
2023,11,都道府県,観光来訪者数,41,佐賀県,1022858
2023,11,都道府県,観光来訪者数,42,長崎県,855057
2023,11,都道府県,観光来訪者数,43,熊本県,1588821
2023,11,都道府県,観光来訪者数,44,大分県,1310793
2023,11,都道府県,観光来訪者数,45,宮崎県,986278
2023,11,都道府県,観光来訪者数,46,鹿児島県,1079644
2023,11,都道府県,観光来訪者数,47,沖縄県,1088761
2023,12,都道府県,観光来訪者数,1,北海道,2191017
2023,12,都道府県,観光来訪者数,2,青森県,527711
2023,12,都道府県,観光来訪者数,3,岩手県,574696
2023,12,都道府県,観光来訪者数,4,宮城県,1287099
2023,12,都道府県,観光来訪者数,5,秋田県,425556
2023,12,都道府県,観光来訪者数,6,山形県,509085
2023,12,都道府県,観光来訪者数,7,福島県,1136334
2023,12,都道府県,観光来訪者数,8,茨城県,1683544
2023,12,都道府県,観光来訪者数,9,栃木県,2232797
2023,12,都道府県,観光来訪者数,10,群馬県,1315117
2023,12,都道府県,観光来訪者数,11,埼玉県,2223336
2023,12,都道府県,観光来訪者数,12,千葉県,4002743
2023,12,都道府県,観光来訪者数,13,東京都,12634490
2023,12,都道府県,観光来訪者数,14,神奈川県,3925987
2023,12,都道府県,観光来訪者数,15,新潟県,1176911
2023,12,都道府県,観光来訪者数,16,富山県,405869
2023,12,都道府県,観光来訪者数,17,石川県,594531
2023,12,都道府県,観光来訪者数,18,福井県,443404
2023,12,都道府県,観光来訪者数,19,山梨県,846252
2023,12,都道府県,観光来訪者数,20,長野県,1888736
2023,12,都道府県,観光来訪者数,21,岐阜県,1372379
2023,12,都道府県,観光来訪者数,22,静岡県,3712381
2023,12,都道府県,観光来訪者数,23,愛知県,3214358
2023,12,都道府県,観光来訪者数,24,三重県,1549171
2023,12,都道府県,観光来訪者数,25,滋賀県,980679
2023,12,都道府県,観光来訪者数,26,京都府,2523388
2023,12,都道府県,観光来訪者数,27,大阪府,4420840
2023,12,都道府県,観光来訪者数,28,兵庫県,3662175
2023,12,都道府県,観光来訪者数,29,奈良県,948662
2023,12,都道府県,観光来訪者数,30,和歌山県,594590
2023,12,都道府県,観光来訪者数,31,鳥取県,331252
2023,12,都道府県,観光来訪者数,32,島根県,552110
2023,12,都道府県,観光来訪者数,33,岡山県,1160087
2023,12,都道府県,観光来訪者数,34,広島県,1454914
2023,12,都道府県,観光来訪者数,35,山口県,750704
2023,12,都道府県,観光来訪者数,36,徳島県,479780
2023,12,都道府県,観光来訪者数,37,香川県,505673
2023,12,都道府県,観光来訪者数,38,愛媛県,671876
2023,12,都道府県,観光来訪者数,39,高知県,394259
2023,12,都道府県,観光来訪者数,40,福岡県,2329032
2023,12,都道府県,観光来訪者数,41,佐賀県,635209
2023,12,都道府県,観光来訪者数,42,長崎県,689287
2023,12,都道府県,観光来訪者数,43,熊本県,1082927
2023,12,都道府県,観光来訪者数,44,大分県,934507
2023,12,都道府県,観光来訪者数,45,宮崎県,717649
2023,12,都道府県,観光来訪者数,46,鹿児島県,810422
2023,12,都道府県,観光来訪者数,47,沖縄県,936982
2024,1,都道府県,観光来訪者数,1,北海道,2630220
2024,1,都道府県,観光来訪者数,2,青森県,644110
2024,1,都道府県,観光来訪者数,3,岩手県,726124
2024,1,都道府県,観光来訪者数,4,宮城県,1350495
2024,1,都道府県,観光来訪者数,5,秋田県,492520
2024,1,都道府県,観光来訪者数,6,山形県,638967
2024,1,都道府県,観光来訪者数,7,福島県,1307380
2024,1,都道府県,観光来訪者数,8,茨城県,1919222
2024,1,都道府県,観光来訪者数,9,栃木県,2316666
2024,1,都道府県,観光来訪者数,10,群馬県,1545595
2024,1,都道府県,観光来訪者数,11,埼玉県,2329789
2024,1,都道府県,観光来訪者数,12,千葉県,4311444
2024,1,都道府県,観光来訪者数,13,東京都,11954546
2024,1,都道府県,観光来訪者数,14,神奈川県,3857476
2024,1,都道府県,観光来訪者数,15,新潟県,1542203
2024,1,都道府県,観光来訪者数,16,富山県,391846
2024,1,都道府県,観光来訪者数,17,石川県,647522
2024,1,都道府県,観光来訪者数,18,福井県,427090
2024,1,都道府県,観光来訪者数,19,山梨県,930154
2024,1,都道府県,観光来訪者数,20,長野県,2796162
2024,1,都道府県,観光来訪者数,21,岐阜県,1613183
2024,1,都道府県,観光来訪者数,22,静岡県,4166952
2024,1,都道府県,観光来訪者数,23,愛知県,3497850
2024,1,都道府県,観光来訪者数,24,三重県,1715217
2024,1,都道府県,観光来訪者数,25,滋賀県,956152
2024,1,都道府県,観光来訪者数,26,京都府,2594661
2024,1,都道府県,観光来訪者数,27,大阪府,4363139
2024,1,都道府県,観光来訪者数,28,兵庫県,3996274
2024,1,都道府県,観光来訪者数,29,奈良県,1154735
2024,1,都道府県,観光来訪者数,30,和歌山県,674762
2024,1,都道府県,観光来訪者数,31,鳥取県,312186
2024,1,都道府県,観光来訪者数,32,島根県,631823
2024,1,都道府県,観光来訪者数,33,岡山県,1279996
2024,1,都道府県,観光来訪者数,34,広島県,1556162
2024,1,都道府県,観光来訪者数,35,山口県,909252
2024,1,都道府県,観光来訪者数,36,徳島県,526097
2024,1,都道府県,観光来訪者数,37,香川県,620003
2024,1,都道府県,観光来訪者数,38,愛媛県,835293
2024,1,都道府県,観光来訪者数,39,高知県,447033
2024,1,都道府県,観光来訪者数,40,福岡県,2766307
2024,1,都道府県,観光来訪者数,41,佐賀県,757233
2024,1,都道府県,観光来訪者数,42,長崎県,642928
2024,1,都道府県,観光来訪者数,43,熊本県,1298093
2024,1,都道府県,観光来訪者数,44,大分県,1128984
2024,1,都道府県,観光来訪者数,45,宮崎県,880655
2024,1,都道府県,観光来訪者数,46,鹿児島県,988365
2024,1,都道府県,観光来訪者数,47,沖縄県,1144902
2024,2,都道府県,観光来訪者数,1,北海道,2999679
2024,2,都道府県,観光来訪者数,2,青森県,674707
2024,2,都道府県,観光来訪者数,3,岩手県,709392
2024,2,都道府県,観光来訪者数,4,宮城県,1332678
2024,2,都道府県,観光来訪者数,5,秋田県,563652
2024,2,都道府県,観光来訪者数,6,山形県,699383
2024,2,都道府県,観光来訪者数,7,福島県,1408194
2024,2,都道府県,観光来訪者数,8,茨城県,1770219
2024,2,都道府県,観光来訪者数,9,栃木県,2115740
2024,2,都道府県,観光来訪者数,10,群馬県,1563486
2024,2,都道府県,観光来訪者数,11,埼玉県,2024442
2024,2,都道府県,観光来訪者数,12,千葉県,3860821
2024,2,都道府県,観光来訪者数,13,東京都,11972869
2024,2,都道府県,観光来訪者数,14,神奈川県,3602413
2024,2,都道府県,観光来訪者数,15,新潟県,1846321
2024,2,都道府県,観光来訪者数,16,富山県,477550
2024,2,都道府県,観光来訪者数,17,石川県,730800
2024,2,都道府県,観光来訪者数,18,福井県,471637
2024,2,都道府県,観光来訪者数,19,山梨県,759918
2024,2,都道府県,観光来訪者数,20,長野県,2823598
2024,2,都道府県,観光来訪者数,21,岐阜県,1700892
2024,2,都道府県,観光来訪者数,22,静岡県,3858093
2024,2,都道府県,観光来訪者数,23,愛知県,3252027
2024,2,都道府県,観光来訪者数,24,三重県,1603002
2024,2,都道府県,観光来訪者数,25,滋賀県,986914
2024,2,都道府県,観光来訪者数,26,京都府,2400782
2024,2,都道府県,観光来訪者数,27,大阪府,4311272
2024,2,都道府県,観光来訪者数,28,兵庫県,3677039
2024,2,都道府県,観光来訪者数,29,奈良県,881894
2024,2,都道府県,観光来訪者数,30,和歌山県,611777
2024,2,都道府県,観光来訪者数,31,鳥取県,324664
2024,2,都道府県,観光来訪者数,32,島根県,581707
2024,2,都道府県,観光来訪者数,33,岡山県,1232641
2024,2,都道府県,観光来訪者数,34,広島県,1564032
2024,2,都道府県,観光来訪者数,35,山口県,832804
2024,2,都道府県,観光来訪者数,36,徳島県,483948
2024,2,都道府県,観光来訪者数,37,香川県,589501
2024,2,都道府県,観光来訪者数,38,愛媛県,782932
2024,2,都道府県,観光来訪者数,39,高知県,473578
2024,2,都道府県,観光来訪者数,40,福岡県,2597155
2024,2,都道府県,観光来訪者数,41,佐賀県,697583
2024,2,都道府県,観光来訪者数,42,長崎県,809289
2024,2,都道府県,観光来訪者数,43,熊本県,1353373
2024,2,都道府県,観光来訪者数,44,大分県,1070424
2024,2,都道府県,観光来訪者数,45,宮崎県,1106574
2024,2,都道府県,観光来訪者数,46,鹿児島県,920509
2024,2,都道府県,観光来訪者数,47,沖縄県,1486939
